rank,titulo,url,url_mobile,resumo,extract_html,thumbnail,thumbnail_width,thumbnail_height,originalimage,originalimage_width,originalimage_height,lang,dir,timestamp,description,coordinates,snippet,size,wordcount,titlesnippet,sectiontitle,termo,idioma
41,Stablecoin,https://pt.wikipedia.org/wiki/Stablecoin,https://pt.wikipedia.org/wiki/Stablecoin,"Stablecoins, também chamadas de moedas estáveis, são criptomoedas pareadas em algum ativo estável ou cesta de ativos, de modo a controlar a volatilidade. Uma stablecoin pode ser atrelada a uma criptomoeda, a uma moeda fiduciária, a metais preciosos, como ouro e prata, ou a commodities, como o petróleo. Stablecoins resgatáveis em moedas ou commodities são consideradas lastreadas, enquanto aquelas vinculados a um algoritmo são referidas como senhoriagem.","<p><b>Stablecoins</b>, também chamadas de <b>moedas estáveis</b>, são criptomoedas pareadas em algum ativo estável ou cesta de ativos, de modo a controlar a volatilidade. Uma stablecoin pode ser atrelada a uma criptomoeda, a uma moeda fiduciária, a metais preciosos, como ouro e prata, ou a commodities, como o petróleo. Stablecoins resgatáveis em moedas ou commodities são consideradas lastreadas, enquanto aquelas vinculados a um algoritmo são referidas como senhoriagem.</p>",,0,0,,0,0,pt,ltr,2025-04-25T20:37:43Z,classe de criptomoeda,,"ativo subjacente não é correlacionado, reduzindo o risco financeiro. O <span class=""searchmatch"">Bitcoin</span> e as altcoins são altamente correlacionados, de modo que os detentores",15709,1835,,,bitcoin,pt
42,Binance,https://pt.wikipedia.org/wiki/Binance,https://pt.wikipedia.org/wiki/Binance,"A Binance é uma corretora de criptomoedas, sendo a plataforma com maior volume mundial diário de negociação de criptomoedas desde 2017, ultrapassando competidores como Coinbase, Kraken, FTX, entre outras. Possui extensa cobertura de seus serviços ao redor do mundo, com suporte a 18 diferentes moedas fiduciárias incluindo o Real, o Dólar e o Euro, além dos criptoativos.","<p>A <b>Binance</b> é uma corretora de criptomoedas, sendo a plataforma com maior volume mundial diário de negociação de criptomoedas desde 2017, ultrapassando competidores como Coinbase, Kraken, FTX, entre outras. Possui extensa cobertura de seus serviços ao redor do mundo, com suporte a 18 diferentes moedas fiduciárias incluindo o Real, o Dólar e o Euro, além dos criptoativos.</p>",,0,0,,0,0,pt,ltr,2025-01-04T19:25:55Z,,,"moedas estáveis é fornecer uma criptomoeda sem a notória volatilidade do <span class=""searchmatch"">Bitcoin</span> e outros ativos digitais populares. Em janeiro de 2019, a Binance anunciou",14561,1524,,,bitcoin,pt
43,Dogecoin,https://pt.wikipedia.org/wiki/Dogecoin,https://pt.wikipedia.org/wiki/Dogecoin,"Dogecoin é uma criptomoeda peer-to-peer de código aberto criada inicialmente como uma ""moeda piada"" em 06 de dezembro de 2013, desenvolvendo rapidamente sua própria comunidade on-line, alcançando uma capitalização de US$ 60 milhões em janeiro de 2014. A moeda utiliza como ""mascote/logo"" o meme ""Doge"", um cachorro da raça Shiba Inu.","<p><b>Dogecoin</b> é uma criptomoeda peer-to-peer de código aberto criada inicialmente como uma ""moeda piada"" em 06 de dezembro de 2013, desenvolvendo rapidamente sua própria comunidade on-line, alcançando uma capitalização de US$ 60 milhões em janeiro de 2014. A moeda utiliza como ""mascote/logo"" o meme ""Doge"", um cachorro da raça Shiba Inu.</p>",https://upload.wikimedia.org/wikipedia/pt/d/d0/Dogecoin_Logo.png,232,232,https://upload.wikimedia.org/wikipedia/pt/d/d0/Dogecoin_Logo.png,232,232,pt,ltr,2025-02-20T22:39:03Z,Moeda Digital Cryptográfica com base num meme com carácter de caridade,,"criptomoeda divertida que pudesse atingir um público mais amplo do que o <span class=""searchmatch"">Bitcoin</span>. Além disso, ele queria distanciar-se da história controversa de outras",15255,1572,,,bitcoin,pt
44,Area Bitcoin,https://pt.wikipedia.org/wiki/Area_Bitcoin,https://pt.wikipedia.org/wiki/Area_Bitcoin,"Area Bitcoin, anteriormente chamada UseCripto, é um canal do Youtube e uma escola de educação sobre Bitcoin que declara ter como propósito ""acelerar a soberania das pessoas através do Bitcoin"".","<p><b>Area Bitcoin</b>, anteriormente chamada UseCripto, é um canal do Youtube e uma escola de educação sobre Bitcoin que declara ter como propósito ""acelerar a soberania das pessoas através do Bitcoin"".</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Area-Bitcoin-Logo.webp/330px-Area-Bitcoin-Logo.webp.png,320,128,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Area-Bitcoin-Logo.webp/532px-Area-Bitcoin-Logo.webp.png,532,213,pt,ltr,2023-11-21T23:23:13Z,Escola,,"Area <span class=""searchmatch"">Bitcoin</span>, anteriormente chamada UseCripto, é um canal do Youtube e uma escola de educação sobre <span class=""searchmatch"">Bitcoin</span> que declara ter como propósito &quot;acelerar a",10236,958,,,bitcoin,pt
45,Bitcoin Gold,https://pt.wikipedia.org/wiki/Bitcoin_Gold,https://pt.wikipedia.org/wiki/Bitcoin_Gold,"Bitcoin Gold (BTG) é uma criptomoeda. Trata-se de um hard fork do Bitcoin, a criptomoeda de código aberto. O Bitcoin Gold é uma moeda digital descentralizada de código aberto, sem a necessidade de um banco central ou qualquer outro intermediário, já que pode ser transferida entre os usuários a partir de sua rede peer-to-peer.","<p><b>Bitcoin Gold (BTG)</b> é uma criptomoeda. Trata-se de um hard fork do Bitcoin, a criptomoeda de código aberto. O Bitcoin Gold é uma moeda digital descentralizada de código aberto, sem a necessidade de um banco central ou qualquer outro intermediário, já que pode ser transferida entre os usuários a partir de sua rede peer-to-peer.</p>",,0,0,,0,0,pt,ltr,2025-06-04T15:42:37Z,,,"<span class=""searchmatch"">Bitcoin</span> Gold (BTG) é uma criptomoeda. Trata-se de um hard fork do <span class=""searchmatch"">Bitcoin</span>, a criptomoeda de código aberto. O <span class=""searchmatch"">Bitcoin</span> Gold é uma moeda digital descentralizada",4439,519,,,bitcoin,pt
46,Problema de escalabilidade do Bitcoin,https://pt.wikipedia.org/wiki/Problema_de_escalabilidade_do_Bitcoin,https://pt.wikipedia.org/wiki/Problema_de_escalabilidade_do_Bitcoin,"Para uma cobertura mais ampla deste tópico, consulte Bitcoin.","<p>Para uma cobertura mais ampla deste tópico, consulte Bitcoin.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Bitcoin_transactions_per_month.svg/langpt-330px-Bitcoin_transactions_per_month.svg.png,320,180,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Bitcoin_transactions_per_month.svg/langpt-960px-Bitcoin_transactions_per_month.svg.png,605,340,pt,ltr,2025-11-05T19:37:01Z,,,"Para uma cobertura mais ampla deste tópico, consulte <span class=""searchmatch"">Bitcoin</span>. O Problema de escalabilidade da <span class=""searchmatch"">Bitcoin</span> se refere a algo já conhecido, a limitação que a mesma",24704,3624,,,bitcoin,pt
47,USD Coin,https://pt.wikipedia.org/wiki/USD_Coin,https://pt.wikipedia.org/wiki/USD_Coin,"O USD Coin (USDC) é uma moeda estável digital que está ligada ao dólar dos Estados Unidos e funciona na Ethereum, Stellar, Algorand, Solana e Tron, assim como no sistema Hedera Hashgraph. O USD Coin é administrada por um consórcio chamado Centre, que foi fundado pela Circle e inclui membros da bolsa de moedas criptográficas Coinbase. e da empresa mineradora de Bitcoin chamada Bitmain, um investidor da Circle.","<p>O <b>USD Coin (USDC)</b> é uma moeda estável digital que está ligada ao dólar dos Estados Unidos e funciona na Ethereum, <span class=""mw-disambig"">Stellar</span>, Algorand, <span class=""mw-disambig"">Solana</span> e Tron, assim como no sistema Hedera Hashgraph. O USD Coin é administrada por um consórcio chamado Centre, que foi fundado pela <span class=""mw-disambig"">Circle</span> e inclui membros da bolsa de moedas criptográficas Coinbase. e da empresa mineradora de Bitcoin chamada Bitmain, um investidor da <span class=""mw-disambig"">Circle</span>.</p>",,0,0,,0,0,pt,ltr,2023-06-16T18:40:04Z,,,"criptográficas Coinbase. e da empresa mineradora de <span class=""searchmatch"">Bitcoin</span> chamada Bitmain, um investidor da Circle. <span class=""searchmatch"">Bitcoin</span> TrueUSD Consortium, CENTRE. «Announcing USDC on",2977,272,,,bitcoin,pt
48,GoMining,https://pt.wikipedia.org/wiki/GoMining,https://pt.wikipedia.org/wiki/GoMining,"GoMining é uma empresa de mineração de Bitcoin que fornece hashrate tokenizado através do seu protocolo. A empresa opera nove centros de dados em nível mundial. Fundada em 2021 nas Ilhas Virgens Britânicas, a empresa era inicialmente conhecida como GMT antes de mudar de marca para GoMining. Atualmente, é dirigida pelo diretor-geral, Mark Zalan, e pelo diretor de desenvolvimento de negócios, Jeremy Dreier.","<p><b>GoMining</b> é uma empresa de mineração de Bitcoin que fornece hashrate tokenizado através do seu protocolo. A empresa opera nove centros de dados em nível mundial. Fundada em 2021 nas Ilhas Virgens Britânicas, a empresa era inicialmente conhecida como GMT antes de mudar de marca para GoMining. Atualmente, é dirigida pelo diretor-geral, Mark Zalan, e pelo diretor de desenvolvimento de negócios, Jeremy Dreier.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/GoMining_Logo_%28Black%29.png/330px-GoMining_Logo_%28Black%29.png,320,138,https://upload.wikimedia.org/wikipedia/commons/6/62/GoMining_Logo_%28Black%29.png,1673,720,pt,ltr,2025-05-20T23:16:06Z,,,"GoMining é uma empresa de mineração de <span class=""searchmatch"">Bitcoin</span> que fornece hashrate tokenizado através do seu protocolo. A empresa opera nove centros de dados em nível",9330,971,,,bitcoin,pt
49,SegWit,https://pt.wikipedia.org/wiki/SegWit,https://pt.wikipedia.org/wiki/SegWit,"SegWit ou Segregated Witness (Testemunha Segregada), é uma proposta de mudança nas regras do software que rege o protocolo Bitcoin. Teve como objetivo sanar os problemas relacionados a maleabilidade de transações,aumentar a capacidade máxima do bloco e implementar recursos necessários para o suporte a outras aplicações como a Lightning Network (Rede Relâmpago). SegWit se caracteriza como um Soft Fork, isto é, um enrijecimento das regras do protocolo que leva a uma retrocompatibilidade com os antigos blocos da rede. Logo, ao contrário dos Hard Forks, seu ativamento não provoca a criação de uma nova blockchain. Sua ativação foi resultado de um consenso entre os usuários na rede Bitcoin, sendo necessário mais de 95% de aprovação da comunidade pela mudança. No dia 24 de Agosto de 2017, o SegWit foi ativado na rede principal do Bitcoin.","<p><b>SegWit</b> ou <b>Segregated Witness (Testemunha Segregada)</b>, é uma proposta de mudança nas regras do software que rege o protocolo Bitcoin. Teve como objetivo sanar os problemas relacionados a maleabilidade de transações,aumentar a capacidade máxima do bloco e implementar recursos necessários para o suporte a outras aplicações como a Lightning Network (Rede Relâmpago). SegWit se caracteriza como um Soft Fork, isto é, um enrijecimento das regras do protocolo que leva a uma <b>retrocompatibilidade</b> com os antigos blocos da rede. Logo, ao contrário dos Hard Forks, seu ativamento não provoca a criação de uma nova blockchain. Sua ativação foi resultado de um consenso entre os usuários na rede Bitcoin, sendo necessário mais de 95% de aprovação da comunidade pela mudança. No dia 24 de Agosto de 2017, o SegWit foi ativado na rede principal do Bitcoin.</p>",,0,0,,0,0,pt,ltr,2023-05-10T03:00:23Z,,,"é uma proposta de mudança nas regras do software que rege o protocolo <span class=""searchmatch"">Bitcoin</span>. Teve como objetivo sanar os problemas relacionados a maleabilidade de",15566,2002,,,bitcoin,pt
50,Centro de Confinamento do Terrorismo,https://pt.wikipedia.org/wiki/Centro_de_Confinamento_do_Terrorismo,https://pt.wikipedia.org/wiki/Centro_de_Confinamento_do_Terrorismo,"O Centro de Confinamento do Terrorismo é uma prisão de segurança máxima localizada em Tecoluca, San Vicente, El Salvador. A prisão foi construída de julho de 2022 a janeiro de 2023 em meio a uma repressão de gangues em grande escala; foi inaugurada em janeiro de 2023 e recebeu seus primeiros 2 000 presos em fevereiro de 2023. Em março de 2023, a prisão tinha uma população de mais de 4 000 presos. Foi descrito como uma mega prisão e uma das maiores prisões do mundo.","<p>O <b>Centro de Confinamento do Terrorismo</b> é uma prisão de segurança máxima localizada em Tecoluca, San Vicente, El Salvador. A prisão foi construída de julho de 2022 a janeiro de 2023 em meio a uma repressão de gangues em grande escala; foi inaugurada em janeiro de 2023 e recebeu seus primeiros 2 000 presos em fevereiro de 2023. Em março de 2023, a prisão tinha uma população de mais de 4 000 presos. Foi descrito como uma mega prisão e uma das maiores prisões do mundo.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Aerial_view_of_CECOT.png/330px-Aerial_view_of_CECOT.png,320,177,https://upload.wikimedia.org/wikipedia/commons/4/47/Aerial_view_of_CECOT.png,2940,1626,pt,ltr,2025-10-03T11:52:49Z,prisão em El Salvador,"{""lat"": 13.53361, ""lon"": -88.805}","(2019–presente) Presidência Bukelismo – Nuevas Ideas Crises políticas 2020 2021 Pandemia de COVID-19 Lei <span class=""searchmatch"">Bitcoin</span> Guerra contra as gangues CECOT v d e",18095,2043,,,bitcoin,pt
